id,code,path,name,uri_root,model_name,key_name_bid,key_name_page,uri_is_fixed,uri_link,uri_title,uri_date,uri_author,uri_reference,uri_inside_date,notice_drop_num
50,ssedu,/notice/ssedu,일반사회교육과,https://ssedu.kangwon.ac.kr/ssedu/community/notice.do?articleLimit=20&article.offset=%d,Ssedu,articleNo,offset,"//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr[1]/td[1]","//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr/td[2]/div/a","//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr/td[2]/div/a//text()","//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr/td[4]//text()","//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr/td[3]//text()",null,null,0
51,geoedu,/notice/geoedu,지리교육과,https://geoedu.kangwon.ac.kr/geoedu/community/notice.do?articleLimit=20&article.offset=%d,Geoedu,articleNo,offset,"//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr[1]/td[1]","//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr/td[2]/div/a","//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr/td[2]/div/a//text()","//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr/td[4]//text()","//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr/td[3]//text()",null,null,0
52,phyedu,/notice/phyedu,체육교육과,https://phyedu.kangwon.ac.kr/phyedu/community/notice.do?articleLimit=20&article.offset=%d,Phyedu,articleNo,offset,"//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr[1]/td[1]","//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr/td[2]/div/a","//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr/td[2]/div/a//text()","//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr/td[4]//text()","//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr/td[3]//text()",null,null,0
53,ccedu,/notice/ccedu,한문교육과,https://ccedu.kangwon.ac.kr/ccedu/community/notice.do?articleLimit=20&article.offset=%d,Ccedu,articleNo,offset,"//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr[1]/td[1]","//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr/td[2]/div/a","//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr/td[2]/div/a//text()","//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr/td[4]//text()","//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr/td[3]//text()",null,null,0
54,social,/notice/social,사회과학대학,http://social.kangwon.ac.kr/bbs/board.php?bo_table=sub06_1,Social,wr_id,page,"//*[@id=""fboardlist""]/div/table/tbody/tr/td[1]/strong","//*[@id=""fboardlist""]/div/table/tbody/tr/td[2]/div/a","//*[@id=""fboardlist""]/div/table/tbody/tr/td[2]/div/a//text()","//*[@id=""fboardlist""]/div/table/tbody/tr/td[5]//text()","//*[@id=""fboardlist""]/div/table/tbody/tr/td[3]/span//text()",null,null,0
55,anthro,/notice/anthro,문화인류학과,https://anthro.kangwon.ac.kr/anthro/community/notice.do?articleLimit=20&article.offset=%d,Anthro,articleNo,offset,"//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr[1]/td[1]","//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr/td[2]/div/a","//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr/td[2]/div/a//text()","//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr/td[4]//text()","//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr/td[3]//text()",null,null,0
56,re1978,/notice/re1978,부동산학과,https://re1978.kangwon.ac.kr/re1978/community/notice.do?articleLimit=20&article.offset=%d,Re1978,articleNo,offset,"//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr[1]/td[1]","//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr/td[2]/div/a","//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr/td[2]/div/a//text()","//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr/td[4]//text()","//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr/td[3]//text()",null,null,0
57,sociology,/notice/sociology,사회학과,https://sociology.kangwon.ac.kr/sociology/community/notice.do?articleLimit=20&article.offset=%d,Sociology,articleNo,offset,"//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr[1]/td[1]","//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr/td[2]/div/a","//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr/td[2]/div/a//text()","//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr/td[4]//text()","//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr/td[3]//text()",null,null,0
58,masscom,/notice/masscom,신문방송학과,http://masscom.kangwon.ac.kr/bbs/board.php?bo_table=sub3_1,Masscom,wr_id,page,"//*[@id=""ctn""]/table/tbody/tr/td/form/table/tbody/tr/td[1]/b","//*[@id=""ctn""]/table/tbody/tr/td/form/table/tbody/tr/td[2]/nobr/a","//*[@id=""ctn""]/table/tbody/tr/td/form/table/tbody/tr/td[2]/nobr/a//text()","//*[@id=""ctn""]/table/tbody/tr/td/form/table/tbody/tr/td[4]//text()","//*[@id=""ctn""]/table/tbody/tr/td/form/table/tbody/tr/td[3]/span//text()",null,"//*[@id=""ctn""]/table/tbody/tr/td/div[1]/div[1]/span//text()",0
59,politics,/notice/politics,정치외교학과,https://politics.kangwon.ac.kr/politics/community/undergraduate-notice.do?articleLimit=20&article.offset=%d,Politics,articleNo,offset,"//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr[1]/td[1]","//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr/td[2]/div/a","//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr/td[2]/div/a//text()","//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr/td[4]//text()","//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr/td[3]//text()",null,null,0
60,padm,/notice/padm,행정학과,http://padm.kangwon.ac.kr/bbs/board.php?bo_table=sub3_2,Padm,wr_id,page,"//*[@id=""fboardlist""]/div[1]/ul/li/div[1]/span","//*[@id=""fboardlist""]/div[1]/ul/li/div[2]/a","//*[@id=""fboardlist""]/div[1]/ul/li/div[2]/a//text()","//*[@id=""fboardlist""]/div[1]/ul/li/div[4]//text()","//*[@id=""fboardlist""]/div[1]/ul/li/div[3]/span//text()",null,"//*[@id=""thema_wrapper""]/div[4]/div/div/div[1]/div[2]/section/article/div[1]/div[1]/div/span[4]/span/@content",0
61,psych,/notice/psych,심리학과,https://psych.kangwon.ac.kr/psych/notice/undergraduate.do?articleLimit=20&article.offset=%d,Psych,articleNo,offset,"//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr[1]/td[1]","//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr/td[2]/div/a","//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr/td[2]/div/a//text()","//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr/td[4]//text()","//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr/td[3]//text()",null,null,0
62,forest,/notice/forest,산림환경과학대학,https://forest.kangwon.ac.kr/forest/community/notice.do?articleLimit=20&article.offset=%d,Forest,articleNo,offset,"//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr[1]/td[1]","//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr/td[2]/div/a","//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr/td[2]/div/a//text()","//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr/td[4]//text()","//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr/td[3]//text()",null,null,0
63,fm,/notice/fm,산림경영학과,https://fm.kangwon.ac.kr/fm/community/notice.do?articleLimit=20&article.offset=%d,Fm,articleNo,offset,"//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr[1]/td[1]","//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr/td[2]/div/a","//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr/td[2]/div/a//text()","//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr/td[4]//text()","//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr/td[3]//text()",null,null,0
64,forestry,/notice/forestry,산림자원학과,https://forestry.kangwon.ac.kr/forestry/community/notice.do?articleLimit=20&article.offset=%d,Forestry,articleNo,offset,"//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr[1]/td[1]","//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr/td[2]/div/a","//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr/td[2]/div/a//text()","//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr/td[4]//text()","//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr/td[3]//text()",null,null,0
65,fep,/notice/fep,산림환경보호학과,https://fep.kangwon.ac.kr/fep/community/notice.do?articleLimit=20&article.offset=%d,Fep,articleNo,offset,"//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr[1]/td[1]","//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr/td[2]/div/a","//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr/td[2]/div/a//text()","//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr/td[4]//text()","//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr/td[3]//text()",null,null,0
66,wood,/notice/wood,산림소재공학과,https://wood.kangwon.ac.kr/wood/community/notice.do?articleLimit=20&article.offset=%d,Wood,articleNo,offset,"//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr[1]/td[1]","//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr/td[2]/div/a","//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr/td[2]/div/a//text()","//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr/td[4]//text()","//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr/td[3]//text()",null,null,0
67,paper,/notice/paper,제지공학과,https://paper.kangwon.ac.kr/paper/community/notice.do?articleLimit=20&article.offset=%d,Paper,articleNo,offset,"//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr[1]/td[1]","//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr/td[2]/div/a","//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr/td[2]/div/a//text()","//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr/td[4]//text()","//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr/td[3]//text()",null,null,0
68,lands,/notice/lands,생태조경디자인학과,https://lands.kangwon.ac.kr/lands/community/notice.do?articleLimit=20&article.offset=%d,Lands,articleNo,offset,"//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr[1]/td[1]","//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr/td[2]/div/a","//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr/td[2]/div/a//text()","//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr/td[4]//text()","//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr/td[3]//text()",null,null,0
69,vetmed,/notice/vetmed,수의과대학,https://vetmed.kangwon.ac.kr/vetmed/community/notice.do?articleLimit=20&article.offset=%d,Vetmed,articleNo,offset,"//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr[1]/td[1]","//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr/td[2]/div/a","//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr/td[2]/div/a//text()","//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr/td[4]//text()","//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr/td[3]//text()",null,null,0
70,nurse,/notice/nurse,간호학과,https://nurse.kangwon.ac.kr/nurse/community/notice01.do?articleLimit=20&article.offset=%d,Nurse,articleNo,offset,"//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr[1]/td[1]","//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr/td[2]/div/a","//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr/td[2]/div/a//text()","//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr/td[4]//text()","//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr/td[3]//text()",null,null,0
71,pharmacy,/notice/pharmacy,약학대학,http://pharmacy.kangwon.ac.kr/bbs/board.php?bo_table=sub02_05,Pharmacy,wr_id,page,"//*[@id=""fboardlist""]/div/table/tbody/tr/td[1]/strong","//*[@id=""fboardlist""]/div/table/tbody/tr/td[2]/div/a","//*[@id=""fboardlist""]/div/table/tbody/tr/td[2]/div/a//text()","//*[@id=""fboardlist""]/div/table/tbody/tr/td[4]//text()","//*[@id=""fboardlist""]/div/table/tbody/tr/td[3]/span//text()",null,null,0
72,bmcollege,/notice/bmcollege,의생명과학대학,http://bmcollege.kangwon.ac.kr/bbs/board.php?bo_table=sub05_1,Bmcollege,wr_id,page,"//*[@id=""fboardlist""]/div/table/tbody/tr/td[1]/strong","//*[@id=""fboardlist""]/div/table/tbody/tr/td[2]/a","//*[@id=""fboardlist""]/div/table/tbody/tr/td[2]/a//text()","//*[@id=""fboardlist""]/div/table/tbody/tr/td[4]//text()","//*[@id=""fboardlist""]/div/table/tbody/tr/td[3]/span//text()",null,null,0
73,molscien,/notice/molscien,분자생명과학과,https://molscien.kangwon.ac.kr/molscien/community/notice01.do?articleLimit=20&article.offset=%d,Molscien,articleNo,offset,"//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr[1]/td[1]","//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr/td[2]/div/a","//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr/td[2]/div/a//text()","//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr/td[4]//text()","//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr/td[3]//text()",null,null,0
74,bio_health,/notice/bio_health,생명건강공학과,https://bio-health.kangwon.ac.kr/bio-health/community/notice-department.do?articleLimit=20&article.offset=%d,Bio_health,articleNo,offset,"//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr[1]/td[1]","//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr/td[2]/div/a","//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr/td[2]/div/a//text()","//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr/td[4]//text()","//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr/td[3]//text()",null,null,0
75,bme,/notice/bme,생물의소재공학과,https://bme.kangwon.ac.kr/bme/community/notice.do?articleLimit=20&article.offset=%d,Bme,articleNo,offset,"//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr[1]/td[1]","//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr/td[2]/div/a","//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr/td[2]/div/a//text()","//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr/td[4]//text()","//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr/td[3]//text()",null,null,0
76,si,/notice/si,시스템면역과학과,https://si.kangwon.ac.kr/si/community/notice.do?articleLimit=20&article.offset=%d,Si,articleNo,offset,"//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr[1]/td[1]","//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr/td[2]/div/a","//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr/td[2]/div/a//text()","//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr/td[4]//text()","//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr/td[3]//text()",null,null,0
77,dmbt,/notice/dmbt,의생명공학과,https://dmbt.kangwon.ac.kr/dmbt/community/notice-department.do?articleLimit=20&article.offset=%d,Dmbt,articleNo,offset,"//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr[1]/td[1]","//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr/td[2]/div/a","//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr/td[2]/div/a//text()","//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr/td[4]//text()","//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr/td[3]//text()",null,null,0
78,it,/notice/it,IT대학,http://it.kangwon.ac.kr/index.php?mt=page&mp=4_1,It,BID,cpage,"//*[@id=""bbsWrap""]/table/tbody/tr/td[1]/img","//*[@id=""bbsWrap""]/table/tbody/tr/td[2]/a","///*[@id=""bbsWrap""]/table/tbody/tr/td[2]/a//text()","//*[@id=""bbsWrap""]/table/tbody/tr/td[4]//text()","//*[@id=""bbsWrap""]/table/tbody/tr/td[3]//text()",null,null,0
79,korean,/notice/korean,국어국문학과,https://korean.kangwon.ac.kr/korean/community/notice.do?articleLimit=20&article.offset=%d,Korean,articleNo,offset,"//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr[1]/td[1]","//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr/td[2]/div/a","//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr/td[2]/div/a//text()","//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr/td[4]//text()","//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr/td[3]//text()",null,null,0
80,english,/notice/english,영어영문학과,https://english.kangwon.ac.kr/english/community/notice01.do?articleLimit=20&article.offset=%d,English,articleNo,offset,"//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr[1]/td[1]","//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr/td[2]/div/a","//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr/td[2]/div/a//text()","//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr/td[4]//text()","//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr/td[3]//text()",null,null,0
81,france,/notice/france,불어불문학과,http://france.kangwon.ac.kr/?doc=bbs/board.php&bo_table=gongi,France,wr_id,page,/html/body/table/tbody/tr/td/table/tbody/tr[4]/td/table/tbody/tr/td[3]/table/tbody/tr[3]/td/table/tbody/tr/td/table/tbody/tr[2]/td/table[2]/tbody/tr/td[1],/html/body/table/tbody/tr/td/table/tbody/tr[4]/td/table/tbody/tr/td[3]/table/tbody/tr[3]/td/table/tbody/tr/td/table/tbody/tr[2]/td/table[2]/tbody/tr/td[3]/a,/html/body/table/tbody/tr/td/table/tbody/tr[4]/td/table/tbody/tr/td[3]/table/tbody/tr[3]/td/table/tbody/tr/td/table/tbody/tr[2]/td/table[2]/tbody/tr/td[3]/a//text(),/html/body/table/tbody/tr/td/table/tbody/tr[4]/td/table/tbody/tr/td[3]/table/tbody/tr[3]/td/table/tbody/tr/td/table/tbody/tr[2]/td/table[2]/tbody/tr/td[7]/font//text(),/html/body/table/tbody/tr/td/table/tbody/tr[4]/td/table/tbody/tr/td[3]/table/tbody/tr[3]/td/table/tbody/tr/td/table/tbody/tr[2]/td/table[2]/tbody/tr/td[5]//text(),null,null,0
82,german,/notice/german,독어독문학과,https://german.kangwon.ac.kr/german/community/notice.do?articleLimit=20&article.offset=%d,German,articleNo,offset,"//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr[1]/td[1]","//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr/td[2]/div/a","//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr/td[2]/div/a//text()","//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr/td[4]//text()","//*[@id=""cms-content""]/div/div/div[2]/table/tbody/tr/td[3]//text()",null,null,0
